Timestamp,Open,High,Low,Close,Volume
1544716800000,95.7,96.0,94.82,95.03,870.87689
1544720400000,95.0,95.06,94.37,94.4,1321.08839
1544724000000,94.52,94.67,94.11,94.34,771.97611
1544727600000,94.31,94.35,91.95,92.57,2956.60813
1544731200000,92.57,92.88,90.6,91.15,2604.77775
1544734800000,91.06,91.56,89.34,89.85,2632.00397
1544738400000,89.83,89.85,86.8,87.46,3459.68856
1544742000000,87.58,88.69,87.0,87.75,1341.02879
1544745600000,87.85,88.34,85.59,87.49,4789.50369
1544749200000,87.63,89.5,87.52,89.22,2085.92791
1544752800000,89.19,89.33,87.09,88.08,1454.13366
1544756400000,88.06,88.12,86.6,87.39,972.66486
1544760000000,87.49,88.11,86.99,87.88,2560.01337
1544763600000,87.89,88.14,85.65,86.75,3133.15212
1544767200000,86.76,87.53,86.66,87.51,1427.23894
1544770800000,87.53,87.57,86.7,86.7,693.19697
1544774400000,86.79,88.63,84.64,85.05,6209.09638
1544778000000,85.03,85.25,83.11,84.02,6176.85203
1544781600000,84.05,84.34,83.07,84.14,2748.29646
1544785200000,84.15,84.63,82.4,82.53,4656.79288
1544788800000,82.52,83.95,82.25,83.84,2127.88222
1544792400000,83.87,84.07,82.32,82.6,1947.59003
1544796000000,82.52,82.92,81.61,82.79,1895.89803
1544799600000,82.72,82.86,81.13,81.84,1943.6905
1544803200000,81.85,82.49,79.59,80.74,7008.38391
1544806800000,80.75,80.99,79.75,80.24,2665.5591
1544810400000,80.28,80.47,79.98,80.37,990.73494
1544814000000,80.32,80.4,79.57,80.08,1241.7678
1544817600000,80.08,80.31,78.52,78.63,2490.30514
1544821200000,78.61,78.77,76.66,77.87,3670.61248
1544824800000,77.87,80.38,77.87,80.04,4350.21543
1544828400000,80.07,81.67,79.66,80.1,2641.19652
1544832000000,80.1,80.38,78.59,80.08,1611.39033
1544835600000,80.11,81.16,79.41,80.08,1320.66858
1544839200000,80.08,80.38,79.48,80.14,990.15329
1544842800000,80.12,81.45,80.12,81.18,2469.01165
1544846400000,81.11,82.24,80.99,81.83,1856.28886
1544850000000,81.83,81.83,80.49,80.74,1495.26941
1544853600000,80.75,81.06,80.07,80.22,843.06634
1544857200000,80.24,80.24,79.23,79.35,931.60017
1544860800000,79.36,79.78,79.06,79.15,1169.21729
1544864400000,79.14,79.27,76.55,76.77,2781.63936
1544868000000,76.85,77.26,76.16,76.59,4062.70475
1544871600000,76.55,78.34,76.36,77.61,1863.00871
1544875200000,77.62,77.68,76.58,76.77,1263.60186
1544878800000,76.73,76.93,74.91,75.03,2900.96681
1544882400000,75.06,76.25,75.01,75.74,2095.51888
1544886000000,75.71,75.83,74.02,74.82,3955.2969
1544889600000,74.94,76.25,74.63,76.25,2251.51134
1544893200000,76.21,76.56,75.85,76.32,1814.09538
1544896800000,76.33,76.33,75.36,75.42,1000.72866
1544900400000,75.56,76.92,75.39,76.85,1207.99215
1544904000000,76.8,77.92,76.57,77.69,1184.38978
1544907600000,77.7,78.56,77.5,78.45,1870.41762
1544911200000,78.42,78.67,77.39,77.42,1236.03769
1544914800000,77.42,77.42,76.51,76.75,1094.35299
1544918400000,76.81,78.59,76.73,78.31,955.8081
1544922000000,78.32,82.42,78.32,80.3,12043.96445
1544925600000,80.3,82.0,80.0,80.54,6807.75255
1544929200000,80.63,81.91,80.57,80.87,3288.50131
1544932800000,80.92,82.5,80.92,81.16,10480.77768
1544936400000,81.29,82.26,81.26,81.45,3237.93649
1544940000000,81.42,82.3,81.32,81.61,1187.34241
1544943600000,81.59,81.85,79.45,79.83,3071.57153
1544947200000,79.86,80.23,79.2,79.31,1835.0997
1544950800000,79.33,80.04,79.0,79.8,2663.8951
1544954400000,79.84,81.11,79.81,79.91,2737.35247
1544958000000,79.88,80.47,79.62,80.2,2493.06504
1544961600000,80.2,81.69,80.02,80.12,4193.48945
1544965200000,80.07,80.32,79.7,80.22,2261.44296
1544968800000,80.2,80.38,78.91,79.19,7178.50587
1544972400000,79.17,80.29,78.79,80.07,1528.75046
1544976000000,80.09,80.65,79.87,80.59,2296.18576
1544979600000,80.6,80.6,79.71,79.71,978.77308
1544983200000,79.78,80.37,79.59,80.26,1153.13672
1544986800000,80.22,81.46,80.2,80.84,1848.22879
1544990400000,80.83,81.01,79.81,80.03,2832.59373
1544994000000,79.99,80.27,79.49,79.55,1794.75405
1544997600000,79.59,79.66,79.04,79.45,2151.79423
1545001200000,79.45,80.19,79.37,79.78,1727.95653
1545004800000,79.74,80.8,79.15,80.53,2885.22523
1545008400000,80.55,80.55,79.79,79.9,1460.48474
1545012000000,79.85,79.91,79.0,79.38,1569.17343
1545015600000,79.38,80.51,79.17,80.07,1215.14628
1545019200000,80.08,80.13,79.15,79.73,1682.17026
1545022800000,79.68,79.82,79.17,79.43,703.87546
1545026400000,79.43,80.68,79.37,80.12,3364.06998
1545030000000,80.11,80.97,79.46,80.7,2559.80584
1545033600000,80.77,81.49,80.53,80.9,3905.80897
1545037200000,80.93,81.68,80.85,81.22,1499.34712
1545040800000,81.22,81.25,80.19,80.4,21688.19158
1545044400000,80.4,80.64,80.0,80.51,22030.94956
1545048000000,80.51,87.68,80.5,86.14,14571.56551
1545051600000,86.13,87.64,84.2,84.86,8717.5174
1545055200000,84.83,86.01,84.5,85.32,7441.43241
1545058800000,85.29,86.71,85.11,86.71,4679.33071
1545062400000,86.72,89.94,86.55,88.01,12048.25875
1545066000000,87.92,88.87,87.22,87.71,5629.9751
1545069600000,87.73,90.04,87.59,89.68,7280.73363
1545073200000,89.57,90.95,88.51,89.65,9298.14488
1545076800000,89.68,91.51,89.15,90.65,4582.09081
1545080400000,90.65,90.89,87.73,88.06,5680.00729
1545084000000,88.06,89.47,87.84,88.19,2769.16779
1545087600000,88.09,88.59,87.72,88.12,1721.14905
1545091200000,88.13,90.6,88.05,88.66,2817.64695
1545094800000,88.64,88.99,87.66,88.38,2300.74924
1545098400000,88.37,89.12,88.22,88.38,1318.45974
1545102000000,88.36,89.99,88.28,89.78,3499.19378
1545105600000,89.64,89.97,88.99,89.32,2310.36384
1545109200000,89.39,89.39,87.83,88.16,2937.05204
1545112800000,88.23,88.84,88.15,88.36,2157.62334
1545116400000,88.35,89.54,88.26,89.33,2149.24396
1545120000000,89.32,89.35,85.67,86.5,5926.38364
1545123600000,86.29,86.71,85.21,86.13,5275.22696
1545127200000,86.11,86.7,85.21,86.41,4071.50378
1545130800000,86.39,86.65,85.32,86.37,3870.15929
1545134400000,86.34,86.41,85.21,85.63,3119.1982
1545138000000,85.66,88.73,85.43,87.69,6218.80541
1545141600000,87.77,89.85,87.3,88.72,6788.30017
1545145200000,88.72,94.5,87.88,91.53,14676.14438
1545148800000,91.61,103.52,91.59,103.23,32162.00395
1545152400000,102.82,105.0,98.65,100.25,38813.24343
1545156000000,100.23,100.37,97.23,97.27,12555.97494
1545159600000,97.3,100.9,96.1,99.78,11781.00424
1545163200000,99.77,100.36,96.73,97.92,5401.04735
1545166800000,97.92,100.99,97.76,99.59,5805.15521
1545170400000,99.65,103.99,99.21,102.37,8294.15583
1545174000000,102.29,104.88,101.86,103.5,14560.12583
1545177600000,103.41,104.4,100.89,102.01,10918.64167
1545181200000,101.96,116.0,101.76,112.74,29986.05494
1545184800000,112.7,116.78,109.56,114.02,26228.07557
1545188400000,113.95,118.74,113.0,113.41,43803.09631
1545192000000,113.71,115.8,110.56,111.38,14215.12231
1545195600000,111.39,114.52,111.39,114.45,8649.32658
1545199200000,114.49,116.66,113.15,114.46,9359.48185
1545202800000,114.62,114.87,109.75,111.97,14441.86517
1545206400000,112.1,114.14,109.86,113.19,10651.67416
1545210000000,113.22,116.18,112.08,113.55,15608.65137
1545213600000,113.4,116.42,112.0,115.21,14225.45421
1545217200000,115.2,118.69,115.0,116.71,25081.72255
1545220800000,116.63,124.08,114.53,122.21,27064.2865
1545224400000,122.24,126.5,120.52,122.3,38198.23268
1545228000000,122.45,123.82,117.3,118.35,29348.48097
1545231600000,118.35,121.72,118.12,120.83,24293.25268
1545235200000,120.71,133.87,119.34,131.31,47556.22172
1545238800000,131.68,145.0,130.27,140.56,78850.01383
1545242400000,140.63,140.86,134.27,136.93,29502.86662
1545246000000,136.75,144.0,135.81,136.47,43559.56635
1545249600000,136.39,137.86,127.0,132.83,36701.34774
1545253200000,132.89,133.59,124.0,125.53,24672.28442
1545256800000,125.53,133.23,125.15,131.5,18856.23689
1545260400000,131.68,135.32,124.87,125.28,19742.701
1545264000000,125.23,132.96,119.96,129.77,26805.35732
1545267600000,129.81,135.67,128.53,135.14,20144.92836
1545271200000,135.12,140.97,133.52,136.28,38258.151
1545274800000,136.44,137.3,131.97,134.78,20338.45041
1545278400000,134.76,138.25,133.86,137.16,14009.71479
1545282000000,137.1,137.12,130.46,131.83,14058.18464
1545285600000,131.89,135.23,129.89,133.0,13546.83055
1545289200000,132.98,138.34,131.67,137.61,12166.2378
1545292800000,137.67,152.0,137.36,148.0,57951.68638
1545296400000,148.02,162.91,148.0,157.64,67463.48076
1545300000000,157.61,160.5,154.22,159.86,34865.91774
1545303600000,159.92,165.85,156.03,159.48,48905.25002
1545307200000,159.24,167.93,159.21,167.05,34941.40452
1545310800000,167.02,169.97,158.05,164.75,40166.97672
1545314400000,164.71,171.53,162.84,168.85,50498.07334
1545318000000,168.83,184.7,168.66,182.49,93983.61454
1545321600000,182.6,200.43,181.35,193.49,100301.44889
1545325200000,193.96,195.0,170.0,179.0,88941.09423
1545328800000,179.0,184.0,171.4,173.98,41532.46002
1545332400000,173.99,182.53,172.85,178.07,24806.43082
1545336000000,178.13,180.0,168.61,171.65,27072.54211
1545339600000,171.84,189.65,170.92,189.65,38138.82312
1545343200000,189.65,194.89,186.5,191.83,37245.46314
1545346800000,191.66,193.01,177.0,189.84,27215.88708
1545350400000,190.0,211.52,183.4,210.82,56863.4167
1545354000000,211.12,222.99,204.12,220.85,65176.83595
1545357600000,220.85,229.38,203.3,216.71,76619.02921
1545361200000,216.93,217.01,198.0,210.33,34539.76233
1545364800000,210.2,211.73,201.5,206.59,17427.40259
1545368400000,206.5,208.33,185.7,197.88,30315.647
1545372000000,197.88,208.0,196.66,204.01,27982.44888
1545375600000,204.11,206.46,196.56,205.5,18993.59654
1545379200000,205.51,219.98,205.11,218.51,44259.45707
1545382800000,218.51,221.0,210.55,211.34,33781.31071
1545386400000,211.25,215.49,207.51,215.31,21775.91867
1545390000000,215.33,217.39,210.0,213.68,21265.72843
1545393600000,213.62,215.0,203.72,211.73,28275.90989
1545397200000,211.66,213.1,201.33,205.1,24539.19385
1545400800000,205.12,205.67,192.7,199.83,38006.95753
1545404400000,199.83,200.87,180.61,182.19,39985.14249
1545408000000,182.46,190.43,171.21,177.13,50725.39899
1545411600000,177.01,184.17,175.2,179.0,38320.01106
1545415200000,179.21,191.92,174.52,190.01,37211.70428
1545418800000,190.0,197.37,179.5,180.27,45925.39708
1545422400000,180.36,185.02,177.59,180.63,19002.62516
1545426000000,180.53,188.88,178.55,187.55,20653.45719
1545429600000,187.56,191.0,182.49,186.12,18173.97114
1545433200000,186.12,193.88,184.54,191.97,23058.70704
1545436800000,192.01,205.11,191.82,201.42,27760.05118
1545440400000,201.27,204.64,190.0,192.92,34678.69725
1545444000000,192.89,195.97,181.0,194.71,27940.25093
1545447600000,194.85,195.38,187.06,187.82,16480.23724
1545451200000,187.81,191.48,185.51,186.21,8666.04466
1545454800000,186.3,189.68,184.69,187.61,8344.22466
1545458400000,187.77,193.95,187.18,189.76,9929.15311
1545462000000,189.69,193.34,188.28,192.38,6679.7826
1545465600000,192.39,196.38,189.28,190.05,12068.89079
1545469200000,190.04,199.0,189.96,198.35,16764.84896
1545472800000,198.34,198.52,190.43,192.22,14266.52587
1545476400000,192.41,193.68,188.09,190.12,15560.07678
1545480000000,190.13,191.26,184.02,186.25,18080.69488
1545483600000,186.25,189.76,184.51,185.29,10707.53996
1545487200000,185.29,186.18,179.43,184.08,17079.81871
1545490800000,184.08,188.57,182.33,186.82,9870.21304
1545494400000,186.77,189.88,182.0,187.45,14467.02297
1545498000000,187.75,187.75,183.04,185.59,6973.81468
1545501600000,185.59,189.26,184.37,187.8,8190.94709
1545505200000,187.55,190.4,186.14,190.01,9068.87741
1545508800000,190.1,192.82,188.57,189.37,12484.81274
1545512400000,189.34,192.55,188.95,190.53,7311.29543
1545516000000,190.63,190.63,186.3,187.47,8500.55958
1545519600000,187.39,195.15,187.26,194.36,17351.36047
1545523200000,194.36,196.0,187.12,189.27,19233.90578
1545526800000,189.16,190.5,186.0,189.14,12270.69988
1545530400000,189.01,196.0,187.0,191.08,20226.63973
1545534000000,191.05,195.3,190.81,193.33,12085.20857
1545537600000,193.51,194.3,190.12,191.56,7195.95065
1545541200000,191.5,192.0,189.3,190.9,3397.06596
1545544800000,190.83,191.86,189.97,190.75,4795.61456
1545548400000,190.63,190.89,188.2,189.17,4310.89328
1545552000000,189.09,190.39,189.03,189.85,3330.93015
1545555600000,189.85,191.27,189.2,189.88,3285.76751
1545559200000,189.88,195.0,188.79,193.12,9541.37747
1545562800000,193.2,193.98,192.0,193.67,6394.20593
1545566400000,193.67,208.76,193.43,201.5,34768.78873
1545570000000,201.49,205.87,201.32,202.67,14373.02591
1545573600000,202.64,202.87,192.95,193.98,19350.51576
1545577200000,193.8,194.99,188.34,192.43,17905.41378
1545580800000,192.37,197.94,189.63,194.32,14871.45598
1545584400000,194.44,196.0,192.53,194.78,5285.55469
1545588000000,194.77,198.4,194.02,196.71,5005.56668
1545591600000,196.73,198.0,194.1,195.25,4570.27468
1545595200000,195.43,197.44,193.27,197.13,4402.25527
1545598800000,197.21,197.23,194.59,195.38,4420.63364
1545602400000,195.37,196.53,193.12,196.1,3004.74995
1545606000000,196.13,196.52,193.89,195.27,4971.1226
1545609600000,195.18,205.55,194.93,205.5,33192.41031
1545613200000,205.49,207.4,201.05,201.84,21728.38597
1545616800000,201.55,202.95,198.85,201.23,14474.44237
1545620400000,201.37,206.49,200.75,204.42,8608.31398
1545624000000,204.63,204.63,201.41,203.74,5580.19554
1545627600000,203.72,206.28,201.57,204.41,8195.52733
1545631200000,204.39,209.98,203.2,206.6,14030.77538
1545634800000,206.63,211.5,205.13,207.6,10456.96756
1545638400000,207.49,210.69,205.76,206.03,8534.884
1545642000000,205.99,208.9,205.03,206.5,6388.23665
1545645600000,206.49,206.51,198.0,200.16,16453.98736
1545649200000,200.23,202.84,199.42,201.29,5087.47569
1545652800000,201.3,201.45,199.01,199.47,4175.463
1545656400000,199.52,202.62,198.7,202.34,6739.17818
1545660000000,202.35,206.08,200.67,204.29,6498.27801
1545663600000,204.33,204.33,192.23,192.89,22352.74444
1545667200000,192.64,194.89,187.13,189.66,37261.47161
1545670800000,189.6,191.87,187.5,189.61,8585.73003
1545674400000,189.68,189.7,180.02,183.06,14041.32808
1545678000000,183.07,184.79,175.22,182.12,12356.34273
1545681600000,182.12,184.05,178.08,180.61,5157.27256
1545685200000,180.55,184.33,180.07,183.95,4823.63866
1545688800000,183.86,185.0,181.74,182.96,5275.35774
1545692400000,182.98,186.96,175.51,178.67,10321.47923
1545696000000,178.82,180.68,155.57,160.5,26800.27182
1545699600000,160.5,165.35,158.42,162.58,20647.76086
1545703200000,162.48,164.21,159.04,161.91,13060.10789
1545706800000,161.89,162.56,149.6,153.25,17869.02459
1545710400000,153.25,158.69,152.0,156.89,21178.79551
1545714000000,156.99,162.5,156.52,159.73,20448.76578
1545717600000,159.67,160.45,156.0,157.53,8849.38002
1545721200000,157.59,164.72,157.05,161.3,10929.68184
1545724800000,161.27,165.94,159.27,163.1,12651.40061
1545728400000,163.11,173.63,161.97,172.92,18558.32108
1545732000000,172.54,173.18,164.17,166.69,14340.17865
1545735600000,166.73,169.64,160.68,167.24,15949.66356
1545739200000,167.23,167.24,162.37,165.86,7772.62577
1545742800000,165.86,166.94,162.89,164.45,7170.68806
1545746400000,164.32,164.39,158.01,158.99,10235.79836
1545750000000,158.98,160.07,152.64,157.93,15737.01611
1545753600000,157.97,165.0,157.97,161.94,15666.36962
1545757200000,161.95,162.12,156.0,158.02,10066.77067
1545760800000,158.08,162.8,157.1,160.77,6983.63317
1545764400000,160.76,162.72,160.05,161.54,5949.34377
1545768000000,161.46,166.71,161.46,164.79,9407.98939
1545771600000,164.8,166.85,163.17,166.62,7280.06507
1545775200000,166.59,172.1,165.47,166.0,13505.0544
1545778800000,166.09,169.29,163.76,169.23,9668.6571
1545782400000,169.3,182.0,165.14,179.15,23330.5951
1545786000000,179.4,184.7,177.67,180.59,24948.38526
1545789600000,180.55,183.67,178.1,181.32,14994.79231
1545793200000,181.62,181.62,178.02,178.46,7477.5648
1545796800000,178.52,178.99,174.41,176.96,13614.35025
1545800400000,177.08,182.87,175.15,179.15,12216.93033
1545804000000,179.1,180.09,175.05,176.07,8310.04568
1545807600000,176.06,176.48,171.09,174.11,15427.62081
1545811200000,174.07,174.66,168.1,171.58,14772.55184
1545814800000,171.55,172.57,164.63,166.64,14043.89378
1545818400000,166.69,171.05,165.2,170.85,10775.81329
1545822000000,170.86,170.86,167.88,170.18,5190.19302
1545825600000,170.19,173.3,167.4,171.42,8055.13142
1545829200000,171.42,174.54,170.32,172.01,6377.04098
1545832800000,172.01,172.13,161.2,162.81,21572.2246
1545836400000,162.82,166.61,161.0,165.25,20456.60782
1545840000000,165.16,170.19,162.52,167.84,15974.01457
1545843600000,167.91,169.57,165.6,168.92,9826.01579
1545847200000,168.9,169.17,166.3,167.81,4320.46241
1545850800000,167.75,173.0,167.7,171.08,11678.59888
1545854400000,171.01,172.6,167.6,167.76,8650.81594
1545858000000,167.76,172.67,166.1,170.86,10312.88509
1545861600000,170.94,174.31,170.0,173.75,13690.2762
1545865200000,173.68,174.2,170.18,173.34,8462.3352
1545868800000,173.14,173.23,169.72,172.76,7134.68537
1545872400000,172.99,175.48,167.29,168.09,11530.4431
1545876000000,168.08,168.97,164.55,167.94,9152.12288
1545879600000,168.07,168.79,165.5,166.07,4967.27534
1545883200000,166.11,168.27,165.71,166.25,3136.29084
1545886800000,166.23,166.45,162.2,163.62,11946.23873
1545890400000,163.64,165.75,163.54,165.09,5227.93068
1545894000000,165.07,167.04,164.71,166.33,4780.94649
1545897600000,166.44,168.09,163.86,164.21,5200.45528
1545901200000,164.2,166.7,163.46,164.52,4371.02474
1545904800000,164.52,166.76,163.83,163.96,6985.97533
1545908400000,164.01,165.3,162.65,164.34,5875.48205
1545912000000,164.42,165.23,163.63,163.94,3258.07471
1545915600000,163.94,166.4,163.17,164.86,5230.0657
1545919200000,164.84,165.41,162.5,163.45,5303.53033
1545922800000,163.38,163.96,158.7,160.1,9492.01834
1545926400000,160.03,162.7,159.39,160.83,6797.7055
1545930000000,160.86,160.86,157.03,158.47,4384.36973
1545933600000,158.49,159.09,156.35,156.38,4408.1335
1545937200000,156.47,156.62,147.13,147.97,22059.93863
1545940800000,147.95,150.0,145.14,148.61,14784.42435
1545944400000,148.39,152.17,147.64,148.72,10097.34711
1545948000000,148.8,149.5,144.27,147.5,9986.5
1545951600000,147.52,148.5,143.0,146.65,9071.71653
1545955200000,146.47,149.44,145.26,146.52,8188.963
1545958800000,146.49,146.72,139.2,139.83,10190.12027
1545962400000,139.44,144.47,139.44,144.24,8375.27456
1545966000000,144.18,145.33,140.64,142.5,8620.82198
1545969600000,142.5,143.19,141.45,142.64,4331.52391
1545973200000,142.67,145.85,142.06,144.03,5800.36386
1545976800000,144.01,144.6,141.87,143.61,3840.92977
1545980400000,143.7,147.65,143.24,146.09,6874.07751
1545984000000,146.11,148.89,145.26,148.65,9209.91347
1545987600000,148.48,150.7,146.83,149.06,8076.24073
1545991200000,148.93,149.5,145.33,146.5,6252.3172
1545994800000,146.5,149.5,146.5,149.37,8241.58334
1545998400000,149.37,149.5,144.73,145.42,6859.47489
1546002000000,145.38,145.98,143.3,145.58,4774.92054
1546005600000,145.51,146.66,144.02,145.95,3191.38163
1546009200000,145.9,164.01,145.78,164.01,30492.38896
1546012800000,163.88,173.53,163.88,170.04,44632.12712
1546016400000,170.09,171.43,167.09,169.88,24331.19839
1546020000000,169.85,173.3,168.73,170.32,13074.78023
1546023600000,170.15,174.68,167.56,169.57,18486.43584
1546027200000,169.57,170.34,167.17,169.59,9877.32875
1546030800000,169.64,170.73,167.58,168.27,5248.92701
1546034400000,168.18,168.96,164.35,165.22,7121.80906
1546038000000,165.22,172.0,164.29,170.36,9900.997
1546041600000,170.36,174.0,166.84,167.89,11370.61484
1546045200000,167.94,170.26,166.77,169.57,4821.5194
1546048800000,169.57,169.72,165.87,166.89,5647.86923
1546052400000,166.89,168.06,166.35,167.73,3001.43682
1546056000000,167.73,168.25,166.49,167.62,3862.52156
1546059600000,167.51,168.39,166.9,167.13,3460.92907
1546063200000,167.0,168.33,166.7,168.07,3487.40774
1546066800000,168.19,170.72,167.56,170.15,4330.07705
1546070400000,170.21,170.26,168.21,168.95,5376.12302
1546074000000,168.9,171.01,167.4,167.99,9400.5306
1546077600000,168.01,168.01,159.52,161.12,15275.92157
1546081200000,161.2,164.9,160.8,163.23,9938.11203
1546084800000,163.26,164.64,161.4,163.64,7166.56577
1546088400000,163.8,166.03,162.27,164.81,6891.56903
1546092000000,164.81,166.32,162.54,164.19,6271.74163
1546095600000,164.23,167.49,163.36,166.35,5704.74404
1546099200000,166.37,166.41,160.44,161.88,12208.09508
1546102800000,162.15,163.33,160.95,162.71,5201.38907
1546106400000,162.63,162.92,160.81,162.23,3426.58157
1546110000000,162.09,162.18,160.05,161.28,3223.87481
1546113600000,161.26,164.65,161.17,163.7,7681.97318
1546117200000,163.63,167.32,163.63,166.61,10685.91682
1546120800000,166.61,168.24,165.62,167.47,6693.23604
1546124400000,167.43,170.64,158.0,159.21,16067.78111
1546128000000,159.42,162.0,155.01,159.45,17421.69699
1546131600000,159.48,160.98,158.76,159.69,4763.26068
1546135200000,159.6,160.65,159.21,160.31,2430.21887
1546138800000,160.37,160.56,157.38,158.08,2780.82467
1546142400000,158.09,160.43,157.85,159.73,4130.20755
1546146000000,159.99,160.92,157.53,157.61,6534.09958
1546149600000,157.58,158.28,155.72,156.73,8523.41608
1546153200000,156.65,157.56,156.04,156.06,5527.28693
1546156800000,156.17,161.08,154.44,160.0,10532.00523
1546160400000,160.3,162.0,157.7,159.86,12683.51603
1546164000000,159.76,161.37,159.28,161.29,4693.2407
1546167600000,161.42,162.0,158.4,159.6,4027.81991
